,FuD-Key,letzte Änderung,Dokumenttyp,URL,Nr.,Verfasser,GND (Verfasser),VIAF (Verfasser),Empfänger,GND (Empfänger),VIAF (Empfänger),Datierung (JJJJ-MM-TT),Alternative Datierung,Ausstellungsort,Geonames (Ausstellungsort),Empfangsort,Geonames (Empfangsort),Vorlage,Vollständigkeit des Archivals,Erläuterung Unvollständigkeit,Umfang in Seiten,Anfang des Briefes,Inhaltliche Stichpunkte,Weitere Personen,GND (Weitere Personen),VIAF (Weitere Personen),Orte,Geonames (Orte),Schlagwörter,Editionen,Vermerk,Bestand,Verweise,Digitalisate: Dateiname (Signatur),Zitierempfehlung,year,decade
1454,CdS-b1-05mt,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7417,C03/S18b/031,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Audiffret, Florimond Louis, comte d'",,http://viaf.org/viaf/1787159234462903371746,1841-05-23,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,1,"Un cousin de mes enfants a été chez vous de ma part, Monsieur, pour avoir de vos nouvelles et de celles de votre famille ",Bitte um Nachrichten von seiner Familie. Krankheit seiner Frau? Bitte um Besuch bei ihr. Bevorstehende Abreise nach Dyck. Grüße an seine Frau und Tochter.,,,,,,,,,Toulon,0,CdS-b1-05mt-0.jpg (C03/S18b/031),"C03/S18b/031. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7417.",1841.0,1840
1456,CdS-b1-05oe,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7474,C03/S18b/091-093,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Drais, Pierre (Vertrauensmann der CdS)",http://d-nb.info/gnd/1188442287,http://viaf.org/viaf/24156073846353862446,1842-11-03,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,3,"Je n'ai pas reçu de lettre de vous hier au soir, Monsieur, et j'en suis presque contente","Keine Nachricht von Drais; CdS ist erleichtert. Kompliziert ausgedrückte Angelegenheit bezüglich Masselin. Eine andere, mit SRD besprochene Sache [?]. Geldnot einer Person (aus dem Umfeld von Alexandre[?]). Deren Unterstützung durch CdS und SRD mit 150 Francs. Bitte, sie in der Sache auf dem Laufenden zu halten. Hubertustag und Jagd.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Alexandre de; Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829)",http://d-nb.info/gnd/1159074453; n/a; n/a; n/a,http://viaf.org/viaf/1847152636116120051820; n/a; n/a; n/a,,,,,,Toulon,0,CdS-b1-05oe-0.jpg (C03/S18b/091); CdS-b1-05oe-1.jpg (C03/S18b/092); CdS-b1-05oe-2.jpg (C03/S18b/093),"C03/S18b/091-093. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7474.",1842.0,1840
1459,CdS-b1-05oq,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7486,C03/S18b/102-105,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/116643919,http://viaf.org/viaf/89245444,1842-11-24,1842-12-03 [Fortsetzung],"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,4,"La lettre que j'ai reçue de vous il y a quelque temps, mon cher voisin, m'a fait grand plaisir","Ihre Anteilnahme an dem ihm widerfahrenen Diebstahl. Rat, wertvolle Dinge bei Abwesenheit an einem geheimen Ort zu hinterlegen. Verzögerte Ankunft in Paris durch gesundheitliche Beeinträchtigungen von CdS und SRD. Aufenthalt in Aachen zur Genesung. Beiliegendes „billet“ für seinen Sohn und dessen Frau. Reisevorbereitungen. Grüße. Verzögerung des Briefs durch Abschiedsbesuche.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/116643919,http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/89245444,,,,,,Toulon,0,CdS-b1-05oq-0.jpg (C03/S18b/102); CdS-b1-05oq-1.jpg (C03/S18b/103); CdS-b1-05oq-2.jpg (C03/S18b/104); CdS-b1-05oq-3.jpg (C03/S18b/105),"C03/S18b/102-105. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7486.",1842.0,1840
1460,CdS-b1-05nv,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7455,C03/S18b/065-067,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS)",http://d-nb.info/gnd/120564734,http://viaf.org/viaf/32148970,1841-07-25,,,,,,Abschrift,vollständig,,3,"J'ai reçu hier ta lettre, cher frère, et je me hâte de te dire que quelque désir que j'aie de me retrouver avec vous tous","Dank für Brief. Keine Zeit für einen Besuch in Aventure, weil SRD sie baldmöglichst in Dyck erwartet. Schlechte Verkehrswege. Ankündigung eines Besuchs im nächsten Sommer. Beschwerden des Alters und schwache Gesundheit. Ähnliche Veranlagung wie ihr Bruder. Nächster Brief bitte nach Dyck. PS: Bitte um einen letzten Brief nach Paris mit Nachrichten von Charles.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Théis, Charles Constant de; Drais, Pierre (Vertrauensmann der CdS); Saint-Mars, vicomte de [= général de Saint-Mars?]",http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/1188442287; n/a,http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/794527; http://viaf.org/viaf/24156073846353862446; n/a,"Aventure / L'Aventure (Schloss), Gde. Chauny",https://www.geonames.org/3025860,,,,Toulon,0,CdS-b1-05nv-0.jpg (C03/S18b/065); CdS-b1-05nv-1.jpg (C03/S18b/066); CdS-b1-05nv-2.jpg (C03/S18b/067),"C03/S18b/065-067. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7455.",1841.0,1840
1461,CdS-b1-05no,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7448,C03/S18b/061-062,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"François de Méricourt, Madame",,,,,,,,,Abschrift,vollständig,,2,"Je suis forcée de sortir ce matin, chère cousine, et je me hâte de vous en prévenir pour que vous remettiez ","Bitte um Verschiebung der heutigen Verabredung auf einen späteren Zeitpunkt oder einen anderen Tag. Weitere Verabredung für Donnerstag. Bevorstehende Abreise der CdS. Danke für die Empfehlung, die aber CdS’ Ansprüchen hinsichtlich ihrer Kenntnis der Rechtschreibregeln nicht genügt.",,,,,,,,,Toulon,0,CdS-b1-05no-0.jpg (C03/S18b/061); CdS-b1-05no-1.jpg (C03/S18b/062),"C03/S18b/061-062. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7448.",,
1462,CdS-b1-05nq,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7450,C03/S18b/062-063,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Audiffret, Florimond Louis, comte d'",,http://viaf.org/viaf/1787159234462903371746,1841-07-20,,,,,,Abschrift,vollständig,,2,"Quand vous avez été parti hier, Monsieur, je me suis souvenue tout à coup des 4 vers que je vais vous dire ",Zitat eines Gedichts über den Tod. Zitat eines ähnlichen Gedichts am vergangenen Abend durch Madame Chalot. Klarstellung gegenüber Audiffret im Auftrag Chalots. Berücksichtigung bei der Abfassung seines Artikels?,"Châlot, Madame de (Siehe Vanhove)",,,,,Briefpartner/Werk,,,Toulon,0,CdS-b1-05nq-0.jpg (C03/S18b/062); CdS-b1-05nq-1.jpg (C03/S18b/063),"C03/S18b/062-063. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7450.",1841.0,1840
1463,CdS-b1-05o7,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7467,C03/S18b/081,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Friedrich Wilhelm IV., König von Preußen",http://d-nb.info/gnd/118535994,http://viaf.org/viaf/172909814,1842-10-18,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,2,"Sire, c'est avec un vif regret que je me suis vue privée par une maladie grave que j'ai eue à mon arrivée ","Bedauern, wegen einer Krankheit ihm und der König nicht die Ehre erweisen zu können. Sie hätte ihm gern persönlich ihre „Oeuvres complètes“ überreicht. Ihre Anteilnahme an den hiesigen Feierlichkeiten zu seinen Ehren.",,,,Berlin,https://www.geonames.org/2950159,Constance de Salm - Vermarktung; CdS: Œuvres complètes (1842),,,Toulon,0,CdS-b1-05o7-0.jpg (C03/S18b/081),"C03/S18b/081. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7467.",1842.0,1840
1465,CdS-b1-05ox,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7493,C03/S18b/112,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Schepeler, Andreas Daniel Berthold von",http://d-nb.info/gnd/130869597,http://viaf.org/viaf/60197947,1841-10-07,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,unvollständig,Nur erste Seite vorhanden. Fortsetzung: C03/19/29,1,"J'ai eu tant de visites tous ces jours-ci, Monsieur le colonel, et j'ai aussi été si occupée, que je n'ai pu trouver","Besuche und Beschäftigungen der CdS, daher kommt sie erst jetzt dazu, ihm zu schreiben.",,,,,,,,,Toulon,0,CdS-b1-05ox-0.jpg (C03/S18b/112),"C03/S18b/112. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7493.",1841.0,1840
1466,CdS-b1-05nj,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7443,C03/S18b/060,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Humboldt, Alexander von",http://d-nb.info/gnd/118554700,http://viaf.org/viaf/95193235,1841-07-03,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,1,Je reçois à l’instant la réponse de Monsieur le baron de Humboldt. ,"Teilnahme Humboldts an Abendessen bei CdS am Montag, zu dem auch einige ihrer Freunde erscheinen werden.",,,,,,,,,Toulon,0,CdS-b1-05nj-0.jpg (C03/S18b/060),"C03/S18b/060. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7443.",1841.0,1840
1470,CdS-b1-05qg,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7549,C03/S19/030-031,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/116643919,http://viaf.org/viaf/89245444,1841-10-20,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,unvollständig,"Die Abschrift bricht mitten im Satz ab. Für die Fortsetzung, siehe C03/S19/169-170",3,"Je ne sais où vous êtes dans ce moment, mon cher voisin, ","Anteilnahme an einem L. widerfahrenen Verlust. Unklarer Aufenthaltsort des L. Abreise der CdS aus Dyck nach Paris nach ihrer Geburtstagsfeier. Zufriedenheit der CdS mit Mlle Viard, allerdings wird sie diesen Winter ihre Dienste nicht mehr für Abschriften benötigen. Mlle Viards Suche nach einer neuen Stelle.","Drais, Pierre (Vertrauensmann der CdS); Viard, Mademoiselle",http://d-nb.info/gnd/1188442287; n/a,http://viaf.org/viaf/24156073846353862446; n/a,,,,,,Toulon,0,CdS-b1-05qg-0.jpg (C03/S19/030 ); CdS-b1-05qg-1.jpg (C03/S19/031),"C03/S19/030-031. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7549.",1841.0,1840
1482,CdS-b1-05rp,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7594,C03/S19/046,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Ladoucette, Jean Charles François, baron de",http://d-nb.info/gnd/116643919,http://viaf.org/viaf/89245444,,1842-03-22,,,,,Abschrift,vollständig,,2,"Une petite circonstance que je vous expliquerai, mon cher voisin, me fait craindre, tout-à-coup, que l'auteur ","Bezugnahme auf ein gestriges Gespräch mit L.: Zweifel, ob der Autor einer Biographie damit einverstanden ist, dass eine veränderte Version erscheint. Ls Artikel ist ausreichend, ein weiterer ist nicht nötig. Bitte um baldigen Besuch. Gestriger Versand des Artikels von Anaïs an Ritz und Warten auf Antwort. Baldiges Erscheinen des Artikels über die Fabeln des L.","Ritz, Wilhelm; Anaïs, Monsieur",http://d-nb.info/gnd/1055183825; n/a,http://viaf.org/viaf/309672132; n/a,,,Briefpartner/Werk,,,Toulon,0,CdS-b1-05rp-0.jpg (C03/S19/046),"C03/S19/046. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7594.",,
1485,CdS-b1-05ri,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7587,C03/S19/043,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)",,,1842-03-05,,,,,,Abschrift,vollständig,,2,"Me trouvant un peu mieux portante depuis 2 jours, ma chère sœur, je suis sortie hier vers 4 heures ","Bedauern, weder die Baronin noch Madame de Saint-Mars angetroffen zu haben. Unsicherheit, wann ihre Gesundheit ihr den nächsten Besuch erlaubt. Bitte um Besuch und Neuigkeiten von ihrem Bruder .","Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Saint-Mars, Madame de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette",http://d-nb.info/gnd/120564734; n/a; n/a,http://viaf.org/viaf/32148970; n/a; n/a,,,,,,Toulon,0,CdS-b1-05ri-0.jpg (C03/S19/043),"C03/S19/043. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7587.",1842.0,1840
1501,CdS-b1-05vp,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7741,C01/S05/013-015,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Quetelet, Adolphe",http://d-nb.info/gnd/118743171,http://viaf.org/viaf/24606918,1837-03-23,,Paris,https://www.geonames.org/2988507,,,Abschrift,vollständig,,4,"En arrivant ici, Monsieur, une foule d'occupations et de devoirs de société ont tellement pris mon temps","Durch Grippe und Krankheit ihres Enkels verzögertes Schreiben der CdS und Zusendung der zweiten Edition ihrer „Pensées“. Ihr Wunsch/Plan, eine weitere Ausgabe ihrer Werke im Oktavformat in Paris herauszugeben. Bitte an Quetelet, zwecks Abnahme der restlichen 200 bis 300 Exemplare der „kleinen Edition“ mit einem schon vorher einmal kontaktierten Buchhändler in Verbindung zu treten bzw. anderweitige Buchhändler zu kontaktieren. Beiliegende „petite édition“ ihrer Werke, damit der Buchhändler seine Preisvorstellung äußern kann. Details zur Aufteilung ihrer gesammelten Schriften. Bietet an, Artikel aus Pariser Zeitungen mit Ankündigung ihrer Publikation zu schicken, damit sie auch in Brüsseler Zeitungen angekündigt werden kann. Glückwünsche zu seiner Ernennung zum „membre correspondant“ des Instituts.","Francq, Félix, baron de",,,Brüssel,https://www.geonames.org/2800866,"Constance de Salm - Vermarktung; CdS: Œuvres complètes (1842); CdS: Pensées (1829, 1835, 1846); Gelehrte Gesellschaft; Buchhandel/Verleger",,,Toulon,0,CdS-b1-05vp-0.jpg (C01/S05/013); CdS-b1-05vp-1.jpg (C01/S05/014); CdS-b1-05vp-2.jpg (C01/S05/015),"C01/S05/013-015. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7741.",1837.0,1830
1502,CdS-b1-05v6,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7722,CdS/81/127,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Dulac, comte",,,1840-10-13,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,vollständig,,1,"Je reçois à l’instant votre lettre, Monsieur le comte, je vois que vous croyez ",Dank für Brief. Kein Zusammentreffen in Aachen wie geplant. Grund: schwacher gesundheitlicher Zustand der CdS und wichtige Erledigungen in Dyck und Paris. Rückkehr SRDs aus Berlin. Einladung des D. nach Dyck. Weitere Gäste auf Schloss Dyck.,"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)",http://d-nb.info/gnd/1159074453,http://viaf.org/viaf/1847152636116120051820,Aachen; Berlin,https://www.geonames.org/3247449; https://www.geonames.org/2950159,,,,Schloss Dyck,0,CdS-b1-05v6-0.jpg (CdS/81/127),"CdS/81/127. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7722.",1840.0,1840
1503,CdS-b1-05vb,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7727,C01/S05/005,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Duval, Henri",http://d-nb.info/gnd/102992886X,http://viaf.org/viaf/219445287,,,,,,,Abschrift,vollständig,,1,"Un [sic] suite d'embarras et d'indispositions m'ont empêchée, Monsieur, jusqu'à présent de vous remercier de l'ouvrage",Verspäteter Dank für ein zugesandtes Buch. Großes Lob. Bemängelt nicht ausreichende Wertschätzung desselben. Einladung an ihn und seine zwei Brüder zu einem Dîner am Montag in Anwesenheit  des SRD.,"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)",http://d-nb.info/gnd/1159074453,http://viaf.org/viaf/1847152636116120051820,,,,,,Toulon,0,CdS-b1-05vb-0.jpg (C01/S05/005),"C01/S05/005. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7727.",,
1508,CdS-b1-05vi,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7734,C01/S05/008-009,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Sanson de Pongerville, Jean-Baptiste",http://d-nb.info/gnd/1157716393,http://viaf.org/viaf/275152636064220050966,,,,,,,Abschrift,vollständig,,2,Mille remerciments à Monsieur et Madame de Pongerville,"Gesundheitliche Besserung von Felix. Ihre Abgeschlagenheit schlagartig gebessert durch Lektüre ihrer Biographie im „Panorama de Londres“. Dank an Pongerville für die Biographie. Einladung, sie zu besuchen. Bedauern SRDs der gestrigen Einladung der Pongervilles nicht gefolgt sein zu können.","Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Boucharlat, Jean-Louis",http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/117622192,http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/2807366,,,Constance de Salm - Rezeption,,,Toulon,0,CdS-b1-05vi-0.jpg (C01/S05/008); CdS-b1-05vi-1.jpg (C01/S05/009),"C01/S05/008-009. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7734.",,
1511,CdS-b1-05uz,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7715,C03/S19/171,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Naigeon, Céleste",,,1841-10-26,,"Dyck (Schloss), Gde. Jüchen",https://www.geonames.org/2894637,,,Abschrift,unvollständig,Brief bricht mittendrin ab.,1,"J'ai reçu votre bonne et aimable lettre, ma chère amie, peu de jours avant de quitter Paris. ","Erklärung der CdS, warum sie N. weder aus Paris noch bisher aus Dyck geantwortet hat. Sie ist aus gesundheitlichen Gründen und wegen ihrer Arbeit mit ihrer Korrespondenz im Rückstand.",,,,,,,,,Toulon,0,CdS-b1-05uz-0.jpg (C03/S19/171),"C03/S19/171. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7715.",1841.0,1840
1515,CdS-b1-05x0,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7789,C01/S05/038-039,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Niboyet, Eugénie, geb. Mouchon",http://d-nb.info/gnd/1026392993,http://viaf.org/viaf/230940939,1837-06-27,,,,,,Abschrift,vollständig,,2,"Depuis que j'ai reçu votre lettre, Madame, j'ai été si souffrante, et en même temps, si occupée d'un ouvrage","Verzögertes Schreiben durch Fertigstellung eines Werks vor Abreise. Kann leider nicht an ihrem Vorhaben mitarbeiten. Hat in den letzten Jahren mehreren Zeitungen die Kollaboration verweigert und will nun keiner mehr zusagen. Will das Vorhaben aber dennoch unterstützen. Niboyet kann ihren Namen auf die Liste der Abonnenten des „l'ami des familles“ setzen. Bietet an, signierte Artikel vom Land zu schicken. Freude über das Lob ihrer Werke durch Niboyet. Deren Wunsch, eines Tages mit denselben Worten gelobt zu werden wie CdS. Hoffnung, sie im Winter persönlich kennenzulernen.","Boucharlat, Jean-Louis",http://d-nb.info/gnd/117622192,http://viaf.org/viaf/2807366,,,Weibliche Autorschaft; Briefpartner/Werk,,,Toulon,0,CdS-b1-05x0-0.jpg (C01/S05/038); CdS-b1-05x0-1.jpg (C01/S05/039),"C01/S05/038-039. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7789.",1837.0,1830
1517,CdS-b1-05x2,2022-08-19 10:18:12,Brief,https://constance-de-salm.de/archiv/#/document/7791,C01/S05/040-041,"Salm, Constance de",http://d-nb.info/gnd/116765968,https://viaf.org/viaf/121051,"Sanson de Pongerville, Jean-Baptiste",http://d-nb.info/gnd/1157716393,http://viaf.org/viaf/275152636064220050966,1837-06-27,,,,,,Abschrift,vollständig,,2,"Je pars dimanche matin, Monsieur, je ne puis comprendre que je quitte Paris sans avoir revu mes chers voisins","Aufforderung an Pongerville, sie vor ihrer Abreise noch aufzusuchen. Verständnis für seine Arbeitsbelastung, die sie selbst nur zu gut kennt. Ihr gesundheitliches Unwohlsein. Eilige Grüße.","Milton, John",http://d-nb.info/gnd/130129895,http://viaf.org/viaf/55245967,,,Briefpartner/Werk,,,Toulon,0,CdS-b1-05x2-0.jpg (C01/S05/040); CdS-b1-05x2-1.jpg (C01/S05/041),"C01/S05/040-041. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/7791.",1837.0,1830
